year,reserve,polygon_id,date,point_id,veg_type,veg_status,radius,photo_id,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
2024,Q,F,2024-04-14,11,H,L,1.05,NA,NA,NA,NA,NA,NA,-122.14680741,38.47731357,308.816,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 12:30:54.8 UTC-07:00,2024-04-14 12:30:54.8 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,55.701,Global CS
2024,Q,F,2024-04-14,12,H,L,1.05,NA,NA,NA,NA,NA,NA,-122.14685502,38.47723932,304.487,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 12:33:33.6 UTC-07:00,2024-04-14 12:33:33.6 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,64.901,Global CS
2024,Q,F,2024-04-14,13,S,D,1.06,NA,NA,NA,NA,NA,NA,-122.14684938,38.47719957,301.956,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 12:35:27.0 UTC-07:00,2024-04-14 12:35:27.0 UTC-07:00,1,1.3,NA,NA,NA,-122.14631002,38.47757151,330.717,68.116,Global CS
2024,Q,F,2024-04-14,14,H,L,1.62,NA,NA,NA,NA,NA,NA,-122.14681759,38.47718869,302.406,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 12:37:09.4 UTC-07:00,2024-04-14 12:37:09.4 UTC-07:00,1,1.2,NA,NA,NA,-122.14631002,38.47757151,330.717,66.81,Global CS
2024,Q,F,2024-04-14,15,S,R,0.631,NA,NA,NA,NA,NA,NA,-122.14677618,38.47719764,303.819,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 12:40:22.2 UTC-07:00,2024-04-14 12:40:22.2 UTC-07:00,1,1.2,NA,NA,NA,-122.14631002,38.47757151,330.717,63.25,Global CS
2024,Q,F,2024-04-14,16,S,L,0.742,NA,NA,NA,NA,NA,NA,-122.14666381,38.47711246,300.628,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 12:45:34.0 UTC-07:00,2024-04-14 12:45:34.0 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,65.899,Global CS
2024,Q,F,2024-04-14,17,H,L,1.33,NA,NA,NA,NA,NA,NA,-122.14660619,38.47711006,300.685,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 12:47:43.6 UTC-07:00,2024-04-14 12:47:43.6 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,63.887,Global CS
2024,Q,F,2024-04-14,18,S,L,0.976,NA,NA,NA,NA,NA,NA,-122.14640908,38.47708859,297.926,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 12:52:59.6 UTC-07:00,2024-04-14 12:52:59.6 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,62.457,Global CS
2024,Q,F,2024-04-14,19,H,L,0.78,NA,NA,NA,NA,NA,NA,-122.14643778,38.47708607,298.393,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 12:54:42.8 UTC-07:00,2024-04-14 12:54:42.8 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,62.864,Global CS
2024,Q,F,2024-04-14,20,S,L,0.941,NA,NA,NA,NA,NA,NA,-122.14638399,38.47706579,296.926,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 12:56:20.2 UTC-07:00,2024-04-14 12:56:20.2 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,64.871,Global CS
2024,Q,F,2024-04-14,21,S,D,0.63,NA,NA,NA,NA,NA,NA,-122.14630794,38.47701899,294.768,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 13:00:13.4 UTC-07:00,2024-04-14 13:00:13.4 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,70.137,Global CS
2024,Q,F,2024-04-14,22,H,L,1.45,NA,NA,NA,NA,NA,NA,-122.14621358,38.47703058,294.461,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 13:04:22.8 UTC-07:00,2024-04-14 13:04:22.8 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,69.676,Global CS
2024,Q,F,2024-04-14,23,S,L,1.37,NA,NA,NA,NA,NA,NA,-122.14619467,38.47702056,293.633,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 13:05:43.4 UTC-07:00,2024-04-14 13:05:43.4 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,71.256,Global CS
2024,Q,F,2024-04-14,24,T,D,3,NA,NA,NA,NA,NA,NA,-122.14491458,38.47717235,303.689,Global,0.01,0.01,0.014,0.014,1.934,m,FIX,2024-04-14 14:00:22.8 UTC-07:00,2024-04-14 14:00:22.8 UTC-07:00,1,1.6,NA,NA,NA,-122.14631002,38.47757151,330.717,131.99,Global CS
2024,Q,F,2024-04-14,25,T,D,4,NA,NA,NA,NA,NA,NA,-122.14500568,38.47713407,304.965,Global,0.01,0.01,0.022,0.014,1.934,m,FIX,2024-04-14 14:03:34.2 UTC-07:00,2024-04-14 14:03:34.2 UTC-07:00,1,1.8,NA,NA,NA,-122.14631002,38.47757151,330.717,126.019,Global CS
2024,Q,F,2024-04-14,26,H,L,4.3,NA,NA,NA,NA,NA,NA,-122.14502736,38.47709956,302.988,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:04:56.8 UTC-07:00,2024-04-14 14:04:56.8 UTC-07:00,1,1.4,NA,NA,NA,-122.14631002,38.47757151,330.717,126.248,Global CS
2024,Q,F,2024-04-14,27,T,D,1.8,NA,NA,NA,NA,NA,NA,-122.14511236,38.47706516,303.375,Global,0.01,0.01,0.019,0.014,1.934,m,FIX,2024-04-14 14:07:27.0 UTC-07:00,2024-04-14 14:07:27.0 UTC-07:00,1,1.4,NA,NA,NA,-122.14631002,38.47757151,330.717,121.36,Global CS
2024,Q,F,2024-04-14,28,F,D,1.48,NA,NA,NA,NA,NA,NA,-122.14511744,38.47709299,304.67,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:08:34.2 UTC-07:00,2024-04-14 14:08:34.2 UTC-07:00,1,1.3,NA,NA,NA,-122.14631002,38.47757151,330.717,119.305,Global CS
2024,Q,F,2024-04-14,29,F,D,1.8,NA,NA,NA,NA,NA,NA,-122.145174,38.477084,303.91,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:10:10.2 UTC-07:00,2024-04-14 14:10:10.2 UTC-07:00,1,1.3,NA,NA,NA,-122.14631002,38.47757151,330.717,115.65,Global CS
2024,Q,F,2024-04-14,30,S,L,1.425,NA,NA,NA,NA,NA,NA,-122.14518738,38.47714362,306.87,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:11:53.4 UTC-07:00,2024-04-14 14:11:53.4 UTC-07:00,1,1.3,NA,NA,NA,-122.14631002,38.47757151,330.717,111.058,Global CS
2024,Q,F,2024-04-14,31,H,L,2.473,NA,NA,NA,NA,NA,NA,-122.14516374,38.47717568,308.711,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:16:05.0 UTC-07:00,2024-04-14 14:16:05.0 UTC-07:00,1,1.3,NA,NA,NA,-122.14631002,38.47757151,330.717,111.083,Global CS
2024,Q,F,2024-04-14,32,H,L,2.115,NA,NA,NA,NA,NA,NA,-122.14524891,38.47725885,311.647,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:17:30.2 UTC-07:00,2024-04-14 14:17:30.2 UTC-07:00,1,1.5,NA,NA,NA,-122.14631002,38.47757151,330.717,100.362,Global CS
2024,Q,F,2024-04-14,33,E,R,3.3,NA,NA,NA,NA,NA,NA,-122.14534171,38.4772974,310.991,Global,0.01,0.01,0.017,0.014,1.934,m,FIX,2024-04-14 14:22:33.0 UTC-07:00,2024-04-14 14:22:33.0 UTC-07:00,1,1.7,NA,NA,NA,-122.14631002,38.47757151,330.717,91.556,Global CS
2024,Q,F,2024-04-14,34,S,L,1.3,NA,NA,NA,NA,NA,NA,-122.14542956,38.47736717,312.617,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:28:16.6 UTC-07:00,2024-04-14 14:28:16.6 UTC-07:00,1,1.5,NA,NA,NA,-122.14631002,38.47757151,330.717,81.726,Global CS
2024,Q,F,2024-04-14,35,S,L,1.64,NA,NA,NA,NA,NA,NA,-122.14544733,38.4774229,316.74,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:30:14.8 UTC-07:00,2024-04-14 14:30:14.8 UTC-07:00,1,1.7,NA,NA,NA,-122.14631002,38.47757151,330.717,78.003,Global CS
2024,Q,F,2024-04-14,36,E,R,3.5,NA,NA,NA,NA,NA,NA,-122.14534101,38.47742574,318.314,Global,0.01,0.01,0.014,0.014,1.934,m,FIX,2024-04-14 14:32:36.6 UTC-07:00,2024-04-14 14:32:36.6 UTC-07:00,1,1.7,NA,NA,NA,-122.14631002,38.47757151,330.717,86.729,Global CS
2024,Q,F,2024-04-14,37,H,L,4.8,NA,NA,NA,NA,NA,NA,-122.14525643,38.47746296,323.048,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:34:29.8 UTC-07:00,2024-04-14 14:34:29.8 UTC-07:00,1,1.3,NA,NA,NA,-122.14631002,38.47757151,330.717,92.904,Global CS
2024,Q,F,2024-04-14,38,T,D,1.7,NA,NA,NA,NA,NA,NA,-122.14533621,38.47750226,323.856,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:36:30.8 UTC-07:00,2024-04-14 14:36:30.8 UTC-07:00,1,1.3,NA,NA,NA,-122.14631002,38.47757151,330.717,85.468,Global CS
2024,Q,F,2024-04-14,39,H,L,3.5,NA,NA,NA,NA,NA,NA,-122.1453589,38.47754049,326.266,Global,0.01,0.01,0.017,0.014,1.934,m,FIX,2024-04-14 14:38:10.2 UTC-07:00,2024-04-14 14:38:10.2 UTC-07:00,1,1.2,NA,NA,NA,-122.14631002,38.47757151,330.717,83.108,Global CS
2024,Q,F,2024-04-14,40,S,L,1.7,NA,NA,NA,NA,NA,NA,-122.14542042,38.47753182,325.358,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:39:14.4 UTC-07:00,2024-04-14 14:39:14.4 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,77.83,Global CS
2024,Q,F,2024-04-14,41,T,D,1.5,NA,NA,NA,NA,NA,NA,-122.14541997,38.4775417,326,Global,0.011,0.01,0.023,0.015,1.934,m,FIX,2024-04-14 14:39:59.8 UTC-07:00,2024-04-14 14:39:59.8 UTC-07:00,1,1.2,NA,NA,NA,-122.14631002,38.47757151,330.717,77.79,Global CS
2024,Q,F,2024-04-14,42,H,L,4,NA,NA,NA,NA,NA,NA,-122.14546939,38.47760341,330.254,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:40:52.0 UTC-07:00,2024-04-14 14:40:52.0 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,73.456,Global CS
2024,Q,F,2024-04-14,43,S,L,1.3,NA,NA,NA,NA,NA,NA,-122.14538906,38.47763635,332.947,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:42:24.4 UTC-07:00,2024-04-14 14:42:24.4 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,80.796,Global CS
2024,Q,F,2024-04-14,44,H,L,1.856,NA,NA,NA,NA,NA,NA,-122.14552824,38.47763746,332.867,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:44:25.8 UTC-07:00,2024-04-14 14:44:25.8 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,68.734,Global CS
2024,Q,F,2024-04-14,45,S,L,1.21,NA,NA,NA,NA,NA,NA,-122.1455331,38.47761851,331.387,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:46:07.0 UTC-07:00,2024-04-14 14:46:07.0 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,68.047,Global CS
2024,Q,F,2024-04-14,46,S,L,0.968,NA,NA,NA,NA,NA,NA,-122.1455361,38.47765126,333.998,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:46:34.4 UTC-07:00,2024-04-14 14:46:34.4 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,68.312,Global CS
2024,Q,F,2024-04-14,47,H,L,3.8,NA,NA,NA,NA,NA,NA,-122.14559617,38.47757759,328.377,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:50:53.6 UTC-07:00,2024-04-14 14:50:53.6 UTC-07:00,1,1.2,NA,NA,NA,-122.14631002,38.47757151,330.717,62.298,Global CS
2024,Q,F,2024-04-14,48,S,L,1.798,NA,NA,NA,NA,NA,NA,-122.14571574,38.47741941,319.862,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 14:56:01.0 UTC-07:00,2024-04-14 14:56:01.0 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,55.263,Global CS
2024,Q,F,2024-04-14,49,S,L,1.23,NA,NA,NA,NA,NA,NA,-122.14585186,38.47732854,315.818,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:01:49.8 UTC-07:00,2024-04-14 15:01:49.8 UTC-07:00,1,1,NA,NA,NA,-122.14631002,38.47757151,330.717,49.94,Global CS
2024,Q,F,2024-04-14,50,H,L,2.322,NA,NA,NA,NA,NA,NA,-122.14597568,38.4773752,319.257,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:04:15.0 UTC-07:00,2024-04-14 15:04:15.0 UTC-07:00,1,1,NA,NA,NA,-122.14631002,38.47757151,330.717,37.641,Global CS
2024,Q,F,2024-04-14,51,S,L,1.3,NA,NA,NA,NA,NA,NA,-122.14603573,38.47737273,319.052,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:06:09.6 UTC-07:00,2024-04-14 15:06:09.6 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,33.978,Global CS
2024,Q,F,2024-04-14,52,S,L,1,NA,NA,NA,NA,NA,NA,-122.14618165,38.47735482,318.15,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:07:23.6 UTC-07:00,2024-04-14 15:07:23.6 UTC-07:00,1,1.1,NA,NA,NA,-122.14631002,38.47757151,330.717,28.586,Global CS
2024,Q,F,2024-04-14,53,S,D,0.57,NA,NA,NA,NA,NA,NA,-122.14623691,38.47735501,318.077,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:09:43.0 UTC-07:00,2024-04-14 15:09:43.0 UTC-07:00,1,1.2,NA,NA,NA,-122.14631002,38.47757151,330.717,27.073,Global CS
2024,Q,F,2024-04-14,54,S,L,1.11,NA,NA,NA,NA,NA,NA,-122.14640544,38.47734064,315.056,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:12:12.2 UTC-07:00,2024-04-14 15:12:12.2 UTC-07:00,1,1.2,NA,NA,NA,-122.14631002,38.47757151,330.717,30.242,Global CS
2024,Q,F,2024-04-14,55,H,L,3.6,NA,NA,NA,NA,NA,NA,-122.14658384,38.47731523,311.191,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:16:41.2 UTC-07:00,2024-04-14 15:16:41.2 UTC-07:00,1,1.2,NA,NA,NA,-122.14631002,38.47757151,330.717,41.107,Global CS
2024,Q,F,2024-04-14,56,S,L,1.692,NA,NA,NA,NA,NA,NA,-122.14664171,38.47726958,307.907,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2024-04-14 15:18:30.8 UTC-07:00,2024-04-14 15:18:30.8 UTC-07:00,1,1.2,NA,NA,NA,-122.14631002,38.47757151,330.717,48.96,Global CS
2024,Q,F,2024-04-14,57,S,D,2.03,NA,NA,NA,NA,NA,NA,-122.14648434,38.47725876,307.155,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:20:54.0 UTC-07:00,2024-04-14 15:20:54.0 UTC-07:00,1,1.3,NA,NA,NA,-122.14631002,38.47757151,330.717,43.641,Global CS
2024,Q,F,2024-04-14,58,S,L,1.565,NA,NA,NA,NA,NA,NA,-122.14639603,38.47717068,303.187,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:22:39.4 UTC-07:00,2024-04-14 15:22:39.4 UTC-07:00,1,1.2,NA,NA,NA,-122.14631002,38.47757151,330.717,51.879,Global CS
2024,Q,F,2024-04-14,59,S,D,1.32,NA,NA,NA,NA,NA,NA,-122.14626702,38.47716088,304.333,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:25:27.0 UTC-07:00,2024-04-14 15:25:27.0 UTC-07:00,1,1.2,NA,NA,NA,-122.14631002,38.47757151,330.717,51.863,Global CS
2024,Q,F,2024-04-14,60,S,L,1.01,NA,NA,NA,NA,NA,NA,-122.1462384,38.47711812,301.061,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:26:56.4 UTC-07:00,2024-04-14 15:26:56.4 UTC-07:00,1,1.3,NA,NA,NA,-122.14631002,38.47757151,330.717,57.799,Global CS
2024,Q,F,2024-04-14,61,H,L,1.5,NA,NA,NA,NA,NA,NA,-122.14618525,38.47707606,297.33,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:29:02.6 UTC-07:00,2024-04-14 15:29:02.6 UTC-07:00,1,1.3,NA,NA,NA,-122.14631002,38.47757151,330.717,64.287,Global CS
2024,Q,F,2024-04-14,62,S,L,0.711,NA,NA,NA,NA,NA,NA,-122.14603829,38.47707627,295.923,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:30:32.2 UTC-07:00,2024-04-14 15:30:32.2 UTC-07:00,1,1.3,NA,NA,NA,-122.14631002,38.47757151,330.717,68.297,Global CS
2024,Q,F,2024-04-14,63,S,L,1.694,NA,NA,NA,NA,NA,NA,-122.14597143,38.4770834,295.368,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:31:55.2 UTC-07:00,2024-04-14 15:31:55.2 UTC-07:00,1,1.4,NA,NA,NA,-122.14631002,38.47757151,330.717,70.182,Global CS
2024,Q,F,2024-04-14,64,H,L,1.6,NA,NA,NA,NA,NA,NA,-122.14595692,38.47705458,293.363,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:33:07.4 UTC-07:00,2024-04-14 15:33:07.4 UTC-07:00,1,1.3,NA,NA,NA,-122.14631002,38.47757151,330.717,74.142,Global CS
2024,Q,F,2024-04-14,65,S,L,0.92,NA,NA,NA,NA,NA,NA,-122.14585997,38.47703421,292.064,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:34:05.2 UTC-07:00,2024-04-14 15:34:05.2 UTC-07:00,1,1.4,NA,NA,NA,-122.14631002,38.47757151,330.717,80.301,Global CS
2024,Q,F,2024-04-14,66,M,R,1.19,NA,NA,NA,NA,NA,NA,-122.14575552,38.47700581,290.695,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:36:34.2 UTC-07:00,2024-04-14 15:36:34.2 UTC-07:00,1,1.4,NA,NA,NA,-122.14631002,38.47757151,330.717,87.953,Global CS
2024,Q,F,2024-04-14,67,S,L,1.615,NA,NA,NA,NA,NA,NA,-122.14562694,38.47701679,291.831,Global,0.01,0.01,0.012,0.014,1.934,m,FIX,2024-04-14 15:38:56.4 UTC-07:00,2024-04-14 15:38:56.4 UTC-07:00,1,1.6,NA,NA,NA,-122.14631002,38.47757151,330.717,93.331,Global CS
2024,Q,F,2024-04-14,68,S,L,1.243,NA,NA,NA,NA,NA,NA,-122.14566058,38.4770629,295.169,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-14 15:40:43.4 UTC-07:00,2024-04-14 15:40:43.4 UTC-07:00,1,1.6,NA,NA,NA,-122.14631002,38.47757151,330.717,86.773,Global CS
2024,Q,F,2024-04-14,69,E,R,5.3,NA,NA,NA,NA,NA,NA,-122.14557219,38.47699933,290.519,Global,0.01,0.01,0.025,0.014,1.934,m,FIX,2024-04-14 15:44:16.8 UTC-07:00,2024-04-14 15:44:16.8 UTC-07:00,1,1.5,NA,NA,NA,-122.14631002,38.47757151,330.717,98.205,Global CS
2024,Q,F,2024-04-14,70,E,R,4.2,NA,NA,NA,NA,NA,NA,-122.14542293,38.47691099,292.404,Global,0.011,0.01,0.03,0.015,1.934,m,FIX,2024-04-14 15:48:51.6 UTC-07:00,2024-04-14 15:48:51.6 UTC-07:00,1,1.8,NA,NA,NA,-122.14631002,38.47757151,330.717,112.661,Global CS
2024,Q,A,2024-04-19,1,E,D,0.44,NA,NA,NA,NA,NA,NA,-122.15130289,38.51603125,314.957,Global,0.01,0.01,0.022,0.014,1.934,m,FIX,2024-04-19 14:01:55.2 UTC-07:00,2024-04-19 14:01:55.2 UTC-07:00,1,1.5,NA,NA,NA,-122.15139447,38.51563942,313.154,44.382,Global CS
2024,Q,A,2024-04-19,2,D,L,5.8,NA,NA,NA,NA,NA,NA,-122.15144192,38.51592291,316.965,Global,0.01,0.01,0.016,0.014,1.934,m,FIX,2024-04-19 14:04:49.6 UTC-07:00,2024-04-19 14:04:49.6 UTC-07:00,1,1.2,NA,NA,NA,-122.15139447,38.51563942,313.154,32.257,Global CS
2024,Q,A,2024-04-19,3,H,L,9.3,NA,NA,NA,NA,NA,NA,-122.15121278,38.51586667,314.927,Global,0.01,0.01,0.015,0.014,1.934,m,FIX,2024-04-19 14:05:46.2 UTC-07:00,2024-04-19 14:05:46.2 UTC-07:00,1,1.2,NA,NA,NA,-122.15139447,38.51563942,313.154,30.021,Global CS
2024,Q,A,2024-04-19,4,D,L,7.6,NA,NA,NA,NA,NA,NA,-122.15095614,38.51590532,315.009,Global,0.01,0.01,0.014,0.014,1.934,m,FIX,2024-04-19 14:07:03.8 UTC-07:00,2024-04-19 14:07:03.8 UTC-07:00,1,1.3,NA,NA,NA,-122.15139447,38.51563942,313.154,48.448,Global CS
2024,Q,A,2024-04-19,5,H,L,6.3,NA,NA,NA,NA,NA,NA,-122.15103974,38.51564371,305.682,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 14:08:46.6 UTC-07:00,2024-04-19 14:08:46.6 UTC-07:00,1,1.1,NA,NA,NA,-122.15139447,38.51563942,313.154,31.434,Global CS
2024,Q,A,2024-04-19,6,F,D,3.8,NA,NA,NA,NA,NA,NA,-122.1509111,38.5156569,306.777,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 14:11:59.0 UTC-07:00,2024-04-19 14:11:59.0 UTC-07:00,1,1.1,NA,NA,NA,-122.15139447,38.51563942,313.154,42.436,Global CS
2024,Q,A,2024-04-19,7,S,R,0.62,NA,NA,NA,NA,NA,NA,-122.15091872,38.51555212,301.823,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-04-19 14:15:16.0 UTC-07:00,2024-04-19 14:15:16.0 UTC-07:00,1,1.2,NA,NA,NA,-122.15139447,38.51563942,313.154,43.635,Global CS
